age,annual_income,intent,bhk_preference,bhk_enquired,stated_budget,rate_psf,carpet_sqft,property_ticket,downpayment_pct,loan_amount,emi_monthly,emi_to_income,affordability_ratio,budget_match,bhk_match,_true_p,converted,city_Bengaluru,city_Chennai,city_Delhi-NCR,city_Hyderabad,city_Kolkata,city_Mumbai-MMR,city_Pune
58,2627843,0,3,3,38431037,8740,1044,9122773,0.274,6625643,57919,0.264,3.47,0,1,0.00682,0,0,0,0,1,0,0,0
39,2217329,0,3,2,13009649,11000,854,9389237,0.154,7940911,69416,0.376,4.23,1,0,0.01646,0,0,0,1,0,0,0,0
41,2457137,0,2,2,12824754,8740,687,6005370,0.241,4559478,39857,0.195,2.44,0,1,0.14468,0,0,0,0,1,0,0,0
51,1314395,1,3,3,14770365,8800,1198,10543965,0.233,8082336,70653,0.645,8.02,1,1,0.01276,0,1,0,0,0,0,0,0
27,2826286,1,3,3,24896527,10280,1092,11221086,0.193,9051505,79125,0.336,3.97,0,1,0.0024,0,0,0,0,1,0,0,0
57,2449101,0,2,2,11679809,6700,690,4622980,0.227,3573158,31235,0.153,1.89,0,1,0.01674,0,0,0,0,1,0,0,0
32,1407382,0,3,3,6565413,8970,1151,10328155,0.17,8573623,74947,0.639,7.34,0,1,0.00983,0,0,0,0,0,0,0,1
64,1871628,0,1,1,28438982,13700,643,8810618,0.267,6457304,56447,0.362,4.71,0,1,0.01171,0,0,0,0,0,0,1,0
44,1824671,0,2,2,28142328,8000,792,6338408,0.294,4476922,39136,0.257,3.47,0,1,0.02445,0,0,0,0,0,0,1,0
32,2141391,1,1,1,10609780,19800,541,10705320,0.184,8738893,76392,0.428,5.0,1,1,0.01908,1,0,0,0,0,0,0,1
30,2846971,0,3,3,2946272,11000,1218,13393358,0.278,9664825,84486,0.356,4.7,0,1,0.00971,0,0,0,1,0,0,0,0
64,1929350,0,4,4,26304460,8000,2603,20825294,0.294,14699368,128496,0.799,10.79,0,1,0.00938,0,0,0,0,0,0,1,0
42,229601,0,2,1,2416429,8800,498,4383617,0.224,3402688,29745,1.555,19.09,1,0,0.00078,0,1,0,0,0,0,0,0
41,3829125,0,3,3,6412297,16650,1179,19634687,0.267,14395581,125841,0.394,5.13,0,1,0.00058,0,1,0,0,0,0,0,0
67,60066,0,2,2,4578460,7750,909,7043455,0.162,5899537,51572,10.303,117.26,1,1,0.0,0,0,0,0,0,0,1,0
39,1440948,0,3,3,13975403,8780,1061,9312554,0.187,7567765,66155,0.551,6.46,1,1,0.00465,0,1,0,0,0,0,0,0
42,1869569,0,3,2,2838858,9600,692,6641539,0.247,5002649,43731,0.281,3.55,0,0,0.00276,0,0,0,1,0,0,0,0
59,2749826,0,2,2,3628437,16700,990,16540001,0.209,13080437,114344,0.499,6.01,0,1,0.00102,0,0,0,0,0,1,0,0
51,1810811,0,3,2,12295860,6550,996,6523933,0.202,5207477,45522,0.302,3.6,0,0,0.02112,0,0,0,0,1,0,0,0
37,1172836,0,1,2,9782608,10280,809,8314500,0.18,6820286,59620,0.61,7.09,0,0,5e-05,0,0,0,0,1,0,0,0
68,2666682,0,3,3,9870563,7150,1575,11260185,0.261,8325197,72776,0.327,4.22,1,1,0.04292,1,1,0,0,0,0,0,0
52,977732,1,3,4,12742107,6700,2249,15070407,0.273,10957783,95789,1.176,15.41,0,0,1e-05,0,0,0,0,1,0,0,0
56,1491670,0,3,3,14225689,5820,1125,6545990,0.15,5562173,48622,0.391,4.39,0,1,0.00346,0,0,0,1,0,0,0,0
37,1346921,1,3,3,3304668,7150,1023,7313600,0.152,6201447,54211,0.483,5.43,0,1,0.00122,0,1,0,0,0,0,0,0
45,584238,1,3,3,10814340,8000,1331,10650699,0.191,8618329,75338,1.547,18.23,1,1,6e-05,0,1,0,0,0,0,0,0
53,1337410,0,3,2,44003801,8740,1089,9516241,0.296,6701116,58579,0.526,7.12,0,0,0.00098,0,0,0,0,1,0,0,0
33,2314353,0,3,3,14119753,8000,1231,9851321,0.178,8102202,70826,0.367,4.26,1,1,0.02599,0,0,0,0,0,0,1,0
39,1288733,1,1,2,24494908,9600,961,9227237,0.187,7505888,65614,0.611,7.16,0,0,0.0017,0,0,0,1,0,0,0,0
35,1437354,0,2,2,9602500,8970,740,6641852,0.21,5249251,45887,0.383,4.62,0,1,0.00415,0,0,0,0,0,0,0,1
42,322102,0,2,1,62340851,8000,419,3350342,0.187,2724388,23816,0.887,10.4,0,0,0.0018,0,0,0,0,0,0,1,0
63,2378309,1,4,3,2429528,8780,1484,13033907,0.271,9499204,83038,0.419,5.48,0,0,0.00054,0,1,0,0,0,0,0,0
40,658208,0,1,1,5446763,7700,448,3448266,0.273,2508322,21927,0.4,5.24,0,1,0.00114,0,0,0,0,0,0,0,1
56,1468140,0,3,4,9392738,7700,2377,18299263,0.167,15240320,133225,1.089,12.46,0,0,0.00013,0,0,0,0,0,0,0,1
51,2426743,1,2,2,2195315,24950,656,16362867,0.211,12912026,112872,0.558,6.74,0,1,0.02553,0,0,0,0,0,0,1,0
36,3737480,0,2,3,16132424,6550,1506,9866646,0.174,8150450,71248,0.229,2.64,0,0,0.0204,0,0,0,0,1,0,0,0
33,2182104,0,3,4,12380412,5820,2678,15587263,0.201,12459288,108914,0.599,7.14,0,0,0.00045,0,0,0,1,0,0,0,0
29,1198593,1,2,2,31654311,8000,898,7180691,0.163,6007421,52515,0.526,5.99,0,1,0.00261,0,1,0,0,0,0,0,0
36,2114742,0,2,2,7981068,8970,1078,9667383,0.25,7247701,63357,0.36,4.57,0,1,0.00312,0,0,0,0,0,0,0,1
35,290797,1,3,4,3103432,4950,1600,7921011,0.151,6725685,58793,2.426,27.24,0,0,6e-05,0,0,0,1,0,0,0,0
70,2912227,1,2,2,7000890,13700,1003,13747661,0.264,10119589,88462,0.365,4.72,0,1,0.02398,0,0,0,0,0,0,1,0
37,1802629,0,2,2,22021839,7700,670,5158474,0.207,4091738,35768,0.238,2.86,0,1,0.01731,0,0,0,0,0,0,0,1
61,1127793,0,3,3,7411656,13700,1032,14137207,0.261,10450870,91358,0.972,12.54,0,1,0.00168,0,0,0,0,0,0,1,0
44,1654930,1,2,2,11854815,6900,903,6230332,0.225,4825431,42182,0.306,3.76,0,1,0.00551,0,0,0,1,0,0,0,0
53,1198738,0,3,3,26424859,8740,1467,12818449,0.191,10373798,90684,0.908,10.69,0,1,0.00013,0,0,0,0,1,0,0,0
62,2136673,0,2,2,13221160,13700,700,9586861,0.224,7439178,65031,0.365,4.49,1,1,0.01024,0,0,0,0,0,0,1,0
26,4390649,0,3,3,8188787,20350,1091,22209256,0.162,18621494,162782,0.445,5.06,0,1,0.02271,0,0,1,0,0,0,0,0
60,1983599,0,1,1,2337713,13700,580,7950944,0.223,6176932,53996,0.327,4.01,0,1,0.01072,0,0,0,0,0,0,1,0
50,2871074,0,3,3,3106484,8800,1369,12042977,0.292,8529114,74558,0.312,4.19,0,1,0.00024,0,1,0,0,0,0,0,0
39,1125425,0,4,4,14061496,8780,1674,14694198,0.233,11270747,98525,1.051,13.06,1,1,0.00412,0,1,0,0,0,0,0,0
49,1165487,0,3,3,11403572,7750,1284,9949414,0.224,7722198,67505,0.695,8.54,1,1,0.00039,0,0,0,0,0,0,1,0
38,558868,0,2,2,2358320,8000,807,6455651,0.23,4974005,43481,0.934,11.55,0,1,8e-05,0,1,0,0,0,0,0,0
40,3480853,0,3,3,13905399,8000,1352,10813049,0.271,7881949,68901,0.238,3.11,1,1,0.04713,0,1,0,0,0,0,0,0
40,2423539,1,2,2,22862801,5920,1087,6432240,0.155,5437412,47532,0.235,2.65,0,1,0.00562,0,0,0,0,0,1,0,0
70,754125,0,1,1,3808431,7730,420,3249085,0.297,2284187,19968,0.318,4.31,1,1,0.06564,0,0,0,0,0,0,0,1
55,1124216,1,2,3,11782846,8000,1160,9277533,0.284,6638229,58029,0.619,8.25,1,0,0.00098,0,0,0,0,0,0,1,0
58,1955369,0,1,2,4769080,7750,859,6658140,0.193,5375771,46993,0.288,3.41,1,0,0.00354,0,0,0,0,0,0,1,0
47,2360693,1,3,3,10391841,9600,1051,10089601,0.276,7301472,63827,0.324,4.27,1,1,0.00723,0,0,0,1,0,0,0,0
38,1194381,1,2,1,10135827,6565,453,2972617,0.221,2316479,20250,0.203,2.49,0,0,0.00086,0,0,1,0,0,0,0,0
62,8973521,1,1,1,8382853,44000,549,24173397,0.162,20247312,176994,0.237,2.69,0,1,0.12032,0,0,0,0,0,0,1,0
35,1492934,0,2,3,10300674,5920,1435,8497264,0.165,7091995,61996,0.498,5.69,0,0,0.00108,0,0,0,0,0,1,0,0
29,524127,1,3,3,7006025,7750,1262,9778036,0.191,7911449,69159,1.583,18.66,0,1,0.00053,0,0,0,0,0,0,1,0
73,1449604,0,3,3,27652582,8780,1167,10246779,0.229,7902570,69081,0.572,7.07,0,1,0.00184,0,1,0,0,0,0,0,0
32,2393278,1,2,2,16130470,11000,685,7534283,0.282,5407398,47269,0.237,3.15,0,1,0.00784,0,0,0,1,0,0,0,0
36,1485146,0,2,2,3175373,4850,983,4765541,0.219,3723227,32547,0.263,3.21,0,1,0.00093,0,0,0,0,0,1,0,0
46,1877174,0,2,2,4348844,7750,998,7731156,0.223,6007191,52513,0.336,4.12,0,1,0.00812,0,0,0,0,0,0,1,0
33,1353428,1,3,3,3724345,6550,1484,9718438,0.184,7929567,69317,0.615,7.18,0,1,0.0026,0,0,0,0,1,0,0,0
39,1940734,0,3,3,11826099,8800,1325,11658033,0.215,9154270,80023,0.495,6.01,1,1,0.02547,0,1,0,0,0,0,0,0
39,1610744,0,3,4,10088750,6550,2560,16765581,0.187,13628101,119132,0.888,10.41,0,0,0.00022,0,0,0,0,1,0,0,0
37,4016153,0,2,2,12615031,16700,1032,17242741,0.24,13109119,114595,0.342,4.29,0,1,0.12106,0,0,0,0,0,1,0,0
52,1410169,0,2,2,14467810,8000,874,6995761,0.2,5595614,48915,0.416,4.96,0,1,0.00574,0,1,0,0,0,0,0,0
45,1340374,1,3,3,12948481,6565,1035,6793837,0.167,5661952,49495,0.443,5.07,0,1,0.00377,0,0,1,0,0,0,0,0
36,776441,1,2,3,6130458,7730,1592,12302980,0.243,9315800,81435,1.259,15.85,0,0,0.00079,0,0,0,0,0,0,0,1
50,3396214,0,2,2,6929202,8780,1036,9095224,0.239,6919488,60488,0.214,2.68,0,1,0.02286,0,1,0,0,0,0,0,0
44,2332867,1,3,3,23979981,8800,1108,9751483,0.158,8207883,71750,0.369,4.18,0,1,0.00213,0,1,0,0,0,0,0,0
33,1490864,1,2,2,29482626,11200,744,8331267,0.154,7052176,61647,0.496,5.59,0,1,0.01284,0,0,0,0,0,0,1,0
45,2267056,1,3,4,16561283,4950,1870,9258172,0.27,6757772,59074,0.313,4.08,0,0,0.00202,0,0,0,1,0,0,0,0
43,116567,1,1,1,14703852,8000,556,4444226,0.274,3228570,28223,2.905,38.13,0,1,2e-05,0,1,0,0,0,0,0,0
29,2890653,1,2,2,75634430,7000,856,5994170,0.212,4724267,41298,0.171,2.07,0,1,0.0237,0,0,0,0,0,0,0,1
40,3450704,1,2,3,10899015,5920,1309,7748859,0.273,5637204,49278,0.171,2.25,0,0,0.03265,0,0,0,0,0,1,0,0
34,3105478,0,3,2,4255411,19800,922,18259342,0.208,14455621,126366,0.488,5.88,0,0,0.00244,0,0,0,0,0,0,0,1
38,3464726,0,2,1,2480914,8800,562,4945797,0.289,3518731,30759,0.107,1.43,0,0,0.00153,0,1,0,0,0,0,0,0
46,1242909,0,3,3,8172000,7000,1089,7623798,0.236,5828368,50949,0.492,6.13,1,1,0.00936,0,0,0,0,0,0,0,1
38,1314575,0,3,2,18934563,11000,745,8190105,0.286,5850447,51142,0.467,6.23,0,0,0.0013,0,0,0,1,0,0,0,0
53,431995,0,2,2,10806631,4950,966,4784138,0.249,3592100,31401,0.872,11.07,0,1,0.00113,0,0,0,1,0,0,0,0
47,1841286,0,3,3,21913218,8800,1485,13071973,0.162,10956236,95775,0.624,7.1,0,1,0.00219,0,1,0,0,0,0,0,0
36,1121511,0,1,1,6115332,7750,476,3685423,0.289,2619326,22897,0.245,3.29,0,1,0.01405,0,0,0,0,0,0,1,0
50,995848,0,3,3,8938335,7700,1180,9089302,0.299,6372102,55703,0.671,9.13,0,1,0.00385,0,0,0,0,0,0,0,1
41,4487,0,2,2,13158616,6700,1041,6976638,0.224,5411034,47301,126.49,1554.7,0,1,0.0,0,0,0,0,1,0,0,0
58,1162695,0,2,1,21393650,13700,452,6189685,0.216,4852959,42423,0.438,5.32,0,0,0.02827,0,0,0,0,0,0,1,0
43,3252635,0,1,1,10136021,16650,507,8445189,0.275,6120119,53500,0.197,2.6,0,1,0.01964,0,1,0,0,0,0,0,0
42,1130978,0,2,2,3331027,7750,715,5537813,0.28,3986324,34847,0.37,4.9,0,1,0.01419,0,0,0,0,0,0,1,0
40,248990,0,3,3,3730537,7000,1298,9085261,0.3,6360357,55600,2.68,36.49,0,1,0.0002,0,0,0,0,0,0,0,1
52,5339569,1,2,2,12019713,8740,1058,9247272,0.219,7219138,63107,0.142,1.73,1,1,0.05039,0,0,0,0,1,0,0,0
55,3472468,1,2,2,13170972,11000,985,10835947,0.206,8604875,75221,0.26,3.12,1,1,0.04065,0,0,0,1,0,0,0,0
35,1438913,0,3,3,4132784,13700,1544,21151305,0.224,16423530,143568,1.197,14.7,0,1,0.00155,0,0,0,0,0,0,1,0
37,1404110,0,1,1,13774829,19800,409,8102878,0.2,6485346,56692,0.485,5.77,0,1,0.0118,0,0,0,0,0,0,0,1
42,8503602,1,3,3,7158172,4950,1164,5762589,0.174,4762464,41632,0.059,0.68,1,1,0.00968,0,0,0,1,0,0,0,0
54,3151372,0,3,3,14365591,8000,1521,12168206,0.29,8634757,75482,0.287,3.86,1,1,0.00457,0,1,0,0,0,0,0,0
37,1627712,1,3,3,2737417,7730,1540,11900934,0.188,9663108,84471,0.623,7.31,0,1,0.0066,0,0,0,0,0,0,0,1
45,1378010,1,2,2,25895010,8000,895,7159359,0.218,5597610,48932,0.426,5.2,0,1,0.00217,0,0,0,0,0,0,1,0
32,1800146,0,3,3,12237607,8000,1135,9078001,0.25,6807196,59506,0.397,5.04,1,1,0.00646,0,1,0,0,0,0,0,0
60,683553,1,2,2,58362427,5820,659,3837631,0.278,2769762,24212,0.425,5.61,0,1,0.00965,0,0,0,1,0,0,0,0
34,1357564,0,3,3,7227419,8970,1538,13798138,0.196,11087183,96920,0.857,10.16,0,1,0.00018,0,0,0,0,0,0,0,1
46,642586,1,3,3,3657809,5030,1365,6865850,0.254,5125020,44801,0.837,10.68,0,1,0.00228,0,0,0,0,0,1,0,0
52,3457879,1,2,2,5882852,16650,940,15646294,0.22,12209641,106732,0.37,4.52,0,1,0.0294,0,1,0,0,0,0,0,0
32,2766700,0,3,2,17645821,6700,1054,7058653,0.151,5990211,52364,0.227,2.55,0,0,0.00015,0,0,0,0,1,0,0,0
63,295293,1,2,2,12273865,5760,725,4176090,0.201,3337684,29177,1.186,14.14,0,1,0.00028,0,0,0,0,0,1,0,0
40,1649002,0,3,3,11894693,7150,1305,9329145,0.222,7257105,63439,0.462,5.66,1,1,0.01194,0,1,0,0,0,0,0,0
41,8645432,0,2,2,4085233,24950,1042,25987571,0.289,18489197,161626,0.224,3.01,0,1,0.01457,0,0,0,0,0,0,1,0
67,2214487,0,2,2,9579642,5920,876,5183656,0.207,4111265,35939,0.195,2.34,0,1,0.00748,0,0,0,0,0,1,0,0
47,121223,0,4,4,7328551,8000,1884,15071579,0.219,11768368,102875,10.184,124.33,0,1,0.0,0,0,0,0,0,0,1,0
52,1269861,0,3,2,6526185,7700,682,5249570,0.231,4036631,35287,0.333,4.13,1,0,0.01061,0,0,0,0,0,0,0,1
56,1303198,1,2,2,8990689,8000,668,5343570,0.227,4130878,36111,0.333,4.1,1,1,0.0025,0,0,0,0,0,0,1,0
34,2358899,0,3,4,9845815,16700,2611,43601586,0.28,31384533,274352,1.396,18.48,0,0,0.00044,0,0,0,0,0,1,0,0
56,4350763,0,2,2,6162995,28000,913,25572624,0.209,20228139,176827,0.488,5.88,0,1,0.00088,0,0,0,0,0,0,1,0
47,2325973,1,2,2,2035952,11200,969,10857125,0.212,8553020,74767,0.386,4.67,0,1,0.0794,0,0,0,0,0,0,1,0
57,1266962,1,3,3,5374731,8000,1055,8442332,0.189,6846170,59847,0.567,6.66,1,1,0.00026,0,1,0,0,0,0,0,0
37,1684135,1,3,3,11188914,8740,1478,12920302,0.21,10205754,89215,0.636,7.67,1,1,0.00321,0,0,0,0,1,0,0,0
41,2835802,1,1,1,9045106,24950,530,13213436,0.18,10831773,94687,0.401,4.66,1,1,0.0003,0,0,0,0,0,0,1,0
62,1889817,0,2,2,11655970,28000,902,25265627,0.213,19881164,173794,1.104,13.37,0,1,0.00031,0,0,0,0,0,0,1,0
38,2938030,1,3,2,9432941,13700,921,12616950,0.262,9314686,81426,0.333,4.29,1,0,0.19013,0,0,0,0,0,0,1,0
37,1965963,1,2,3,2616256,7700,1096,8439318,0.196,6782692,59292,0.362,4.29,0,0,0.00139,0,0,0,0,0,0,0,1
34,1849862,1,3,3,3557659,7000,1490,10430491,0.265,7663269,66989,0.435,5.64,0,1,0.0018,0,0,0,0,0,0,0,1
50,1261087,0,3,3,13900992,7150,1275,9116183,0.208,7223530,63145,0.601,7.23,1,1,0.00124,0,1,0,0,0,0,0,0
45,1929821,0,2,2,9427237,8970,763,6840621,0.185,5576852,48751,0.303,3.54,0,1,0.00277,0,0,0,0,0,0,0,1
69,1273960,1,3,3,11737263,8000,1524,12188955,0.255,9082904,79399,0.748,9.57,1,1,0.00052,0,0,0,0,0,0,1,0
43,8486325,0,2,3,11678343,44000,1397,61464894,0.204,48927852,427709,0.605,7.24,0,0,0.00055,0,0,0,0,0,0,1,0
35,165438,0,2,1,2090823,5820,586,3412578,0.151,2898243,25335,1.838,20.63,1,0,3e-05,0,0,0,1,0,0,0,0
43,1879548,1,3,3,18330153,8970,1313,11780925,0.289,8380934,73263,0.468,6.27,0,1,0.0071,0,0,0,0,0,0,0,1
44,1390096,0,3,2,7603206,6565,975,6401663,0.268,4688674,40987,0.354,4.61,1,0,0.0474,0,0,1,0,0,0,0,0
70,2338880,0,2,2,8867116,7700,961,7401944,0.154,6265400,54770,0.281,3.16,1,1,0.00318,0,0,0,0,0,0,0,1
37,2146098,0,3,3,13692733,7700,1289,9926666,0.237,7577666,66241,0.37,4.63,1,1,0.0199,0,0,0,0,0,0,0,1
67,2715103,1,3,3,4241985,11200,1304,14600175,0.218,11418987,99821,0.441,5.38,0,1,0.01281,0,0,0,0,0,0,1,0
39,4187417,1,2,2,10588931,8740,841,7354194,0.28,5291451,46256,0.133,1.76,0,1,0.00675,0,0,0,0,1,0,0,0
31,1756444,0,2,2,8504947,6550,914,5987812,0.231,4603836,40245,0.275,3.41,1,1,0.03152,0,0,0,0,1,0,0,0
32,3476503,1,2,2,46226951,28000,1058,29623435,0.159,24927430,217906,0.752,8.52,1,1,0.00273,0,0,0,0,0,0,1,0
50,121686,1,3,3,9438163,7700,1493,11495069,0.185,9372935,81935,8.08,94.46,1,1,0.0,0,0,0,0,0,0,0,1
43,2492598,1,3,4,19987658,6550,1770,11595474,0.231,8913749,77921,0.375,4.65,0,0,0.0014,0,0,0,0,1,0,0,0
50,2450080,1,2,2,16432189,6700,869,5823139,0.203,4641250,40572,0.199,2.38,0,1,0.00684,0,0,0,0,1,0,0,0
66,1930601,1,3,3,3989896,8000,1124,8988988,0.232,6905552,60366,0.375,4.66,0,1,0.01636,0,1,0,0,0,0,0,0
58,1792408,0,2,2,23596534,8780,903,7932097,0.247,5969493,52183,0.349,4.43,0,1,0.01396,0,1,0,0,0,0,0,0
51,1882741,0,3,3,22257085,7750,1044,8088061,0.199,6474969,56602,0.361,4.3,0,1,0.01036,0,0,0,0,0,0,1,0
40,1714077,1,3,4,12192377,10280,2050,21069050,0.152,17868923,156203,1.094,12.29,0,0,0.00017,0,0,0,0,1,0,0,0
60,720147,1,2,1,30542572,7150,646,4615337,0.189,3744959,32737,0.546,6.41,0,0,0.00088,0,1,0,0,0,0,0,0
39,6193557,1,3,3,6550759,9600,1197,11491250,0.294,8114826,70937,0.137,1.86,0,1,0.00448,0,0,0,1,0,0,0,0
56,3228470,0,3,3,21854134,6800,1343,9133744,0.159,7677959,67118,0.249,2.83,0,1,0.00727,0,0,1,0,0,0,0,0
72,1287160,0,3,4,14947726,5820,2719,15827070,0.226,12251327,107097,0.998,12.3,0,0,0.00031,0,0,0,1,0,0,0,0
35,2950712,0,3,4,11767751,11200,2382,26682272,0.273,19389561,169496,0.689,9.04,0,0,0.00018,0,0,0,0,0,0,1,0
30,2995627,1,2,2,7566842,7150,930,6652684,0.176,5481531,47918,0.192,2.22,1,1,0.06884,0,1,0,0,0,0,0,0
58,2266528,0,2,2,10544815,8740,923,8065578,0.218,6305903,55124,0.292,3.56,0,1,0.07307,0,0,0,0,1,0,0,0
42,6513989,1,2,1,6748342,7650,469,3586008,0.258,2659279,23246,0.043,0.55,0,0,0.02758,0,0,1,0,0,0,0,0
36,2435820,0,3,3,4361373,8970,1229,11026928,0.287,7859503,68705,0.338,4.53,0,1,0.00652,0,0,0,0,0,0,0,1
50,1914917,1,3,3,3766191,7700,1144,8811475,0.245,6653445,58162,0.364,4.6,0,1,0.00106,0,0,0,0,0,0,0,1
61,1182245,1,2,2,5239093,7000,678,4746087,0.176,3909102,34172,0.347,4.01,1,1,0.14197,0,0,0,0,0,0,0,1
47,1989689,0,3,3,2124364,7000,1587,11109879,0.269,8115978,70947,0.428,5.58,0,1,0.0345,0,0,0,0,0,0,0,1
34,1891942,0,2,1,3841871,19800,620,12270179,0.258,9102471,79570,0.505,6.49,0,0,0.00296,0,0,0,0,0,0,0,1
56,2264640,1,1,1,5833757,13700,531,7269340,0.215,5707984,49897,0.264,3.21,1,1,0.00684,0,0,0,0,0,0,1,0
53,2399956,0,3,3,2696515,9600,1217,11679400,0.26,8646153,75581,0.378,4.87,0,1,0.01183,0,0,0,1,0,0,0,0
50,9143702,0,3,3,5449614,6900,1308,9027344,0.21,7133046,62354,0.082,0.99,0,1,0.00083,0,0,0,1,0,0,0,0
40,919791,1,1,1,2762149,8000,639,5112150,0.223,3970849,34712,0.453,5.56,0,1,0.02035,0,0,0,0,0,0,1,0
56,5122769,0,3,3,14030476,24950,1314,32775882,0.174,27057558,236527,0.554,6.4,0,1,0.0013,0,0,0,0,0,0,1,0
30,1144746,1,1,1,13088660,7000,419,2935452,0.253,2193833,19178,0.201,2.56,0,1,0.01972,0,0,0,0,0,0,0,1
37,4860833,0,3,4,9720321,7000,2523,17662604,0.163,14783268,129230,0.319,3.63,0,0,0.06321,0,0,0,0,0,0,0,1
34,5401679,1,2,2,14610969,6550,1074,7034589,0.26,5202637,45480,0.101,1.3,0,1,0.01018,0,0,0,0,1,0,0,0
30,3290799,1,3,3,3065843,8000,1480,11836142,0.15,10055683,87903,0.321,3.6,0,1,0.03095,0,0,0,0,0,0,1,0
55,153940,0,2,2,12732461,8800,968,8521873,0.221,6641774,58060,4.526,55.36,0,1,0.0,0,1,0,0,0,0,0,0
47,1168903,1,3,3,18828770,7150,1115,7975024,0.273,5799339,50696,0.52,6.82,0,1,0.00023,0,1,0,0,0,0,0,0
44,466730,0,4,4,16264421,4850,2246,10892482,0.196,8753175,76517,1.967,23.34,0,1,0.00011,0,0,0,0,0,1,0,0
33,1653195,0,3,3,10989774,6900,1462,10084933,0.285,7207854,63008,0.457,6.1,1,1,0.01765,0,0,0,1,0,0,0,0
33,1449548,1,3,4,14284600,7000,1705,11935603,0.28,8594713,75132,0.622,8.23,1,0,0.02179,0,0,0,0,0,0,0,1
51,1480632,0,2,3,12981995,8000,1529,12234922,0.207,9706534,84851,0.688,8.26,1,0,0.00251,0,0,0,0,0,0,1,0
39,564907,0,2,2,14994113,4950,707,3501641,0.264,2576976,22527,0.479,6.2,0,1,0.00816,0,0,0,1,0,0,0,0
46,2459692,0,3,3,3401475,8780,1320,11592134,0.256,8628430,75427,0.368,4.71,0,1,0.0113,0,1,0,0,0,0,0,0
41,3845035,0,2,2,10606739,11000,892,9808823,0.289,6971872,60946,0.19,2.55,1,1,0.00433,0,0,0,1,0,0,0,0
46,2904864,1,2,2,13441962,7750,859,6660497,0.231,5118723,44746,0.185,2.29,0,1,0.00232,0,0,0,0,0,0,1,0
28,1833332,0,2,2,14843220,7700,694,5341618,0.239,4065315,35537,0.233,2.91,0,1,0.00348,0,0,0,0,0,0,0,1
61,3479943,1,3,3,80000000,11200,1586,17763678,0.197,14262139,124674,0.43,5.1,0,1,0.01075,0,0,0,0,0,0,1,0
58,3259145,0,3,4,7768542,6800,1726,11736408,0.203,9356615,81792,0.301,3.6,0,0,0.00111,0,0,1,0,0,0,0,0
67,554582,1,2,2,11034193,8000,1078,8623314,0.157,7270560,63557,1.375,15.55,0,1,0.00019,0,0,0,0,0,0,1,0
33,1131708,0,1,1,17952489,11200,613,6869145,0.202,5484730,47945,0.508,6.07,0,1,0.00181,0,0,0,0,0,0,1,0
37,1342802,0,2,2,8504682,8780,940,8254627,0.246,6226764,54432,0.486,6.15,1,1,0.0137,0,1,0,0,0,0,0,0
67,438391,0,1,1,36094718,7700,479,3691880,0.253,2757778,24107,0.66,8.42,0,1,0.00099,0,0,0,0,0,0,0,1
38,1272164,0,2,3,12928289,6550,1291,8457396,0.207,6702805,58593,0.553,6.65,0,0,7e-05,0,0,0,0,1,0,0,0
57,1706513,0,3,2,14529880,6550,779,5100983,0.277,3688682,32245,0.227,2.99,0,0,0.0015,0,0,0,0,1,0,0,0
56,1249409,0,3,3,8101566,8000,1053,8424809,0.272,6134969,53630,0.515,6.74,1,1,0.00333,0,0,0,0,0,0,1,0
66,1963655,1,1,1,13026299,7730,480,3708794,0.275,2690596,23520,0.144,1.89,0,1,0.01646,0,0,0,0,0,0,0,1
52,553783,0,3,2,4218191,6320,942,5953293,0.297,4183536,36571,0.792,10.75,0,0,0.00089,0,0,0,0,1,0,0,0
54,753481,0,2,1,9340603,7730,468,3620334,0.29,2571396,22478,0.358,4.8,0,0,0.0014,0,0,0,0,0,0,0,1
49,1632369,0,2,2,14370809,7150,962,6880112,0.261,5086022,44460,0.327,4.21,0,1,0.0021,0,1,0,0,0,0,0,0
31,3047273,1,3,2,11217103,16650,777,12944463,0.206,10281644,89878,0.354,4.25,1,0,0.00323,0,1,0,0,0,0,0,0
40,1166958,0,2,3,12135590,8000,1536,12288801,0.23,9464087,82732,0.851,10.53,1,0,0.00133,0,0,0,0,0,0,1,0
25,5579709,0,2,2,8972975,8970,848,7604771,0.24,5779841,50525,0.109,1.36,1,1,0.01983,0,0,0,0,0,0,0,1
52,1246969,0,3,3,14375952,7000,1303,9122908,0.194,7353250,64279,0.619,7.32,1,1,0.01215,0,0,0,0,0,0,0,1
65,397400,0,3,3,3413305,7750,1514,11731823,0.294,8285957,72433,2.187,29.52,0,1,2e-05,0,0,0,0,0,0,1,0
32,1435061,0,2,2,19348024,8800,1015,8930508,0.235,6834145,59742,0.5,6.22,0,1,0.00502,0,1,0,0,0,0,0,0
63,1810758,0,3,3,24304136,7750,1101,8535391,0.283,6121620,53513,0.355,4.71,0,1,0.0205,0,0,0,0,0,0,1,0
31,1300287,0,3,3,39201475,6800,1591,10817105,0.185,8814160,77050,0.711,8.32,0,1,0.00093,0,0,1,0,0,0,0,0
39,2298445,0,3,3,32079593,7750,1448,11220405,0.217,8786155,76805,0.401,4.88,0,1,0.00074,0,0,0,0,0,0,1,0
57,2229874,1,2,2,3542494,11000,911,10021793,0.166,8361900,73097,0.393,4.49,0,1,0.02539,0,0,0,1,0,0,0,0
